timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1677728599996,235,Get_main,200,OK,TestAPI 1-54,text,true,,33636,114,1,1,http://airsense.vn/,209,0,26
1677728600996,589,Get_main,200,OK,TestAPI 1-55,text,true,,33636,114,1,1,http://airsense.vn/,527,0,26
1677728601996,727,Get_main,200,OK,TestAPI 1-56,text,true,,33636,114,1,1,http://airsense.vn/,701,0,26
1677728602996,689,Get_main,200,OK,TestAPI 1-57,text,true,,33636,114,1,1,http://airsense.vn/,612,0,27
1677728603995,237,Get_main,200,OK,TestAPI 1-58,text,true,,33636,114,1,1,http://airsense.vn/,210,0,25
1677728604995,133,Get_main,200,OK,TestAPI 1-59,text,true,,33636,114,1,1,http://airsense.vn/,107,0,26
1677728605995,190,Get_main,200,OK,TestAPI 1-60,text,true,,33636,114,1,1,http://airsense.vn/,119,0,27
1677728606995,135,Get_main,200,OK,TestAPI 1-61,text,true,,33636,114,1,1,http://airsense.vn/,108,0,26
1677728607995,135,Get_main,200,OK,TestAPI 1-62,text,true,,33636,114,1,1,http://airsense.vn/,108,0,27
1677728608995,191,Get_main,200,OK,TestAPI 1-63,text,true,,33636,114,1,1,http://airsense.vn/,122,0,26
1677728609995,407,Get_main,200,OK,TestAPI 1-64,text,true,,33636,114,1,1,http://airsense.vn/,381,0,113
1677728610995,138,Get_main,200,OK,TestAPI 1-65,text,true,,33636,114,1,1,http://airsense.vn/,111,0,27
1677728611995,191,Get_main,200,OK,TestAPI 1-66,text,true,,33636,114,1,1,http://airsense.vn/,134,0,26
1677728612995,320,Get_main,200,OK,TestAPI 1-67,text,true,,33636,114,1,1,http://airsense.vn/,293,0,30
1677728613995,132,Get_main,200,OK,TestAPI 1-68,text,true,,33636,114,1,1,http://airsense.vn/,104,0,26
1677728614995,190,Get_main,200,OK,TestAPI 1-69,text,true,,33636,114,1,1,http://airsense.vn/,114,0,26
1677728615995,291,Get_main,200,OK,TestAPI 1-70,text,true,,33636,114,1,1,http://airsense.vn/,218,0,26
1677728616995,289,Get_main,200,OK,TestAPI 1-71,text,true,,33636,114,1,1,http://airsense.vn/,232,0,28
1677728617996,290,Get_main,200,OK,TestAPI 1-72,text,true,,33636,114,1,1,http://airsense.vn/,214,0,26
1677728618996,289,Get_main,200,OK,TestAPI 1-73,text,true,,33636,114,1,1,http://airsense.vn/,214,0,26
1677728619994,291,Get_main,200,OK,TestAPI 1-74,text,true,,33636,114,1,1,http://airsense.vn/,231,0,27
1677728620995,289,Get_main,200,OK,TestAPI 1-75,text,true,,33636,114,1,1,http://airsense.vn/,213,0,25
1677728621995,232,Get_main,200,OK,TestAPI 1-76,text,true,,33636,114,1,1,http://airsense.vn/,206,0,26
1677728622994,128,Get_main,200,OK,TestAPI 1-77,text,true,,33636,114,1,1,http://airsense.vn/,102,0,28
1677728623995,328,Get_main,200,OK,TestAPI 1-78,text,true,,33636,114,1,1,http://airsense.vn/,301,0,27
1677728624994,129,Get_main,200,OK,TestAPI 1-79,text,true,,33636,114,1,1,http://airsense.vn/,102,0,26
1677728625995,131,Get_main,200,OK,TestAPI 1-80,text,true,,33636,114,1,1,http://airsense.vn/,104,0,25
1677728626995,289,Get_main,200,OK,TestAPI 1-81,text,true,,33636,114,1,1,http://airsense.vn/,213,0,27
1677728627995,231,Get_main,200,OK,TestAPI 1-82,text,true,,33636,114,1,1,http://airsense.vn/,205,0,27
1677728628994,290,Get_main,200,OK,TestAPI 1-83,text,true,,33636,114,1,1,http://airsense.vn/,220,0,27
1677728629994,235,Get_main,200,OK,TestAPI 1-84,text,true,,33636,114,1,1,http://airsense.vn/,208,0,26
1677728630994,132,Get_main,200,OK,TestAPI 1-85,text,true,,33636,114,1,1,http://airsense.vn/,106,0,27
1677728631994,227,Get_main,200,OK,TestAPI 1-86,text,true,,33636,114,1,1,http://airsense.vn/,199,0,28
1677728632994,133,Get_main,200,OK,TestAPI 1-87,text,true,,33636,114,1,1,http://airsense.vn/,107,0,26
